Informazioni cronologiche,Sesso,Quanti anni compi nell'anno corrente 2025?,Qual è l'ultimo titolo di studi che hai conseguito?,Hai mai frequentato un corso universitario o accademico che trattava anche solo in parte di storia medievale?,Regione,Provincia (sigla),Con quali modalità ti informi sul medioevo?,Qual è la tua opinione generale sul medioevo? [Medioevo],Indica la data o il secolo in cui secondo te inizia il medioevo,Perché? Inizio,Indica la data o il secolo in cui secondo te finisce il medioevo,Perché?  Fine, [Feudalesimo],[Superstizione],[Germanico],[Eroico],[Comunale],[Sperimentazione],[Cristiano],[Oscurantismo],[Rinascita],[Decadenza],Quali di questi termini associ più fortemente con la tua idea di medioevo? (Max 5 risposte),[Federico II di Svevia],[Teodorico],[Lorenzo il Magnifico],[Costantino],[Petrarca],[Dante],[Enrico VIII Tudor],[Francesco Hayez],[Leonardo da Vinci],[Martin Lutero],[Giustiniano],[Giotto],[San Francesco],[Sant’Agostino d’Ippona],[Giovanna d’Arco],[Matilde di Canossa],[Carlo Magno],[Riccardo Cuor di Leone],[San Tommaso d’Aquino],[Beato Angelico],Se volessi aggiungere un tuo commento facoltativo su cosa pensi sia il medioevo
28/03/2025 11.28.19,Donna,20-29,Laurea triennale,No,Lombardia,mb,Non mi informo,Parzialmente negativa,476 dc ,fine impero romano d’occidente ,1492,scoperta dell’america ,5,5,1,3,2,3,5,4,3,3,"Invasioni Barbariche, Peste, Crociate, Stato pontificio, Caccia alle streghe","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",
28/03/2025 11.29.08,Uomo,50-59,Diploma di istruzione tecnica,No,Lombardia,Mb,Serie TV,Parzialmente positiva,Quinto secolo,Mi sembra di ricordare dalla scuola,Decimo secolo,Ricordi di scuola,4,4,1,3,2,3,4,3,2,2,"Peste, Crociate, Scoperta dell’America, Normanni, Aratro","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Era di scoperte
28/03/2025 11.31.26,Uomo,20-29,Laurea triennale,No,Lazio,Rm,Libri,Neutrale,5 secolo d.c.,476 d.c. caduta impero romano occidente,1455/1492,Caduta di Costantinopoli/scoperta dell'america,4,4,4,2,2,3,4,4,2,2,"Vassalli, Caccia alle streghe, Normanni, Invasioni Barbariche, Crociate","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale",
28/03/2025 11.36.20,Uomo,20-29,Diploma di istruzione liceale,Sì,Lazio,ROMA,"Podcast, Serie TV",Parzialmente positiva,476 d.c,"Romolo Augusto detto Augustolo, ultimo imperatore dell'impero Romano d'oriente viene deposto da Odoacre",1492,"Scoperta Dell'America, anche se alcuni pongono la fine del medioevo con la caduta dell'impero d'oriente nello stesso secolo o l'invenzione della stampa",4,2,4,4,2,2,4,3,2,3,"Arabi, Normanni, Crociate, Vassalli, Editto di Rotari","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Uno dei periodi più affascinanti e curiosi. Oltre ad una passione preesistente anche le lezioni del Professor Barbero hanno influito sulla mia cultura generale in merito
28/03/2025 11.39.43,Uomo,30-39,Diploma di istruzione tecnica,Sì,Lombardia,MB,Libri,Neutrale,1000 circa,"Non so, ricordo gli anni in cui è ambientato ""I pilastri della terra""",1492,scoperta dell'America,3,5,3,3,5,3,5,5,1,4,"Peste, Caccia alle streghe, Stato pontificio, Crociate",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Penso sia uno dei periodi più romanzati di tutti. Affascinante perchè crudo, violento e onesto nelle certezze che contraddistinguevano quel periodo. Anche oggi mette in evidenza criticità ancora applicabili nell'attuale struttura contemporanea. In generale penso sia stato un periodo buio per l'umanità."
28/03/2025 11.44.30,Uomo,20-29,Diploma di istruzione tecnica,No,Lombardia,MB,"Libri, Videogiochi, Serie TV",Parzialmente positiva,480 d.C.,Perché inizia con la caduta del impero romano,1492,Perché con Cristoforo Colombo la scoperta della americana inizia la epoca moderna,2,4,3,4,3,4,5,4,5,4,"Peste, Caccia alle streghe, Savoia, Normanni, Vassalli","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",
28/03/2025 11.45.44,Uomo,30-39,Laurea magistrale,No,Lombardia,Monza ,"Videogiochi, Serie TV",Neutrale,476,Caduta impero romano d'Occidente ,1492,Scoperta dell'America ,3,5,5,2,2,1,4,2,1,4,"Crociate, Stato pontificio, Vassalli, Caccia alle streghe, Peste","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
28/03/2025 11.46.27,Uomo,20-29,Diploma di istruzione tecnica,No,Lombardia,MB,Studi fatti alle superiori ,Parzialmente negativa,V secolo ,Caduta impero romano d'Occidente ,1492,Scoperta dell'America ,5,4,4,2,3,2,5,3,2,3,"Stato pontificio, Crociate, Scoperta dell’America, Repubbliche Marinare, Aratro","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,Non conosco il personaggio,
28/03/2025 11.55.32,Donna,20-29,Laurea triennale,Sì,Lombardia,Lc,Non mi informo,Assolutamente negativa,1000,Mi sembra di ricordare cosi,1400,Idem,5,5,5,5,1,5,5,1,2,1,"Crociate, Vassalli, Scoperta dell’America",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
28/03/2025 12.03.35,Donna,50-59,Diploma di istruzione tecnica,No,Lombardia,Mb,Passaparola ,Parzialmente positiva,Fine 800,,1100,,5,5,5,3,4,3,5,5,5,5,"Stato pontificio, Caccia alle streghe, Vassalli","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",
28/03/2025 12.13.43,Donna,40-49,Laurea magistrale,No,Calabria,Crotone,"Podcast, Serie TV",Assolutamente negativa,1300,Vado a memoria ,1600,Nel 700 c'è stato l'illuminismo se nn ricordo male ,5,5,5,3,2,3,2,5,3,2,"Caccia alle streghe, Peste, Crociate","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale",Un periodo buio
28/03/2025 12.38.17,Donna,50-59,Diploma di istruzione liceale,No,Lombardia,MB,Non mi informo,Neutrale,475/480,Inizia con la caduta dell’Impero Romano ,1492,Scoperta dell’America,4,4,2,4,3,3,3,4,2,3,"Peste, Caccia alle streghe, Aratro, Vassalli","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Epoca affascinante di grandi cambiamenti ma anche di superstizioni che limitavano la vita delle donne
28/03/2025 12.44.30,Donna,20-29,Laurea triennale,Sì,Lombardia,MB ,Podcast,Parzialmente positiva,476,Perché cade l’Impero romano d’Occidente ,1492,Perché con la scoperta dell’America inizia il periodo dell'espansione europea che segna un cambiamento nelle dinamiche economiche e culturali.,5,3,5,4,4,3,5,2,3,2,"Peste, Invasioni Barbariche, Crociate, Stato pontificio, Arabi","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
28/03/2025 12.48.13,Uomo,20-29,Laurea triennale,No,Lombardia,Mb,"Libri, Podcast",Neutrale,476,Caduta impero romano d’occidente,7 ottobre 1492,Scoperta delle americhe,5,5,4,3,4,5,5,3,4,2,"Vassalli, Savoia, Peste, Stato pontificio, Repubbliche Marinare","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
28/03/2025 12.52.14,Uomo,20-29,Laurea triennale,Sì,Lombardia,MB,"Libri, Videogiochi",Neutrale,476 d.C.,"Convenzionalmente è utile identificare una data che riassuma i mutamenti sociali in corso. Il 476, in particolare, è indicata come passaggio tra il tardo-antico e il medioevo ",1492,"Perché la scoperta dell'America ha avuto per l'Europa delle conseguenze globali, rappresentando un ottimo momento spartiacque tra medioevo ed età moderna ",3,2,2,2,1,2,5,2,2,2,"Editto di Rotari, Arabi, Normanni, Peste","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",
28/03/2025 12.54.57,Uomo,40-49,Laurea triennale,No,Lombardia,Monza,Podcast,Assolutamente positiva,1000,Perché è medio rispetto al rinascimento,1400,Come prima,5,5,5,1,5,1,5,1,2,5,"Aratro, Stato pontificio, Vassalli, Peste, Crociate","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,
28/03/2025 12.59.09,Donna,20-29,Diploma di istruzione liceale,No,Lombardia,MB,Libri,Neutrale,476 d.C.,Perchè questa data segna la fine dell’impero Romano d’occidente,1000 d.C.,Ho questo ricordo dagli studi superiori ,4,4,4,4,2,2,4,2,4,2,"Peste, Caccia alle streghe","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale",Non conosco il personaggio,"No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,
28/03/2025 12.59.37,Uomo,40-49,Diploma di istruzione liceale,No,Lombardia,MB,"Libri, Serie TV",Parzialmente negativa,Non lo so di preciso ,Non lo so,1462,Scoperta del’America,5,5,5,5,1,1,5,5,5,5,"Crociate, Vassalli, Invasioni Barbariche, Stato pontificio",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Un’epoca buia dominata dalla superstizione ed ingiustizia 
28/03/2025 13.03.39,Uomo,20-29,Laurea triennale,No,Lombardia,Monza e Brianza,Non mi informo,Neutrale,476 dC,Caduta Impero Romano,1492,"Scoperta America, data riconosciuta come accettabile",3,3,2,2,2,2,3,2,1,1,"Caccia alle streghe, Crociate, Invasioni Barbariche, Vassalli, Stato pontificio","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,Fertilizzante per il periodo successivo
28/03/2025 13.09.18,Uomo,70-79,Licenza media,No,Lombardia,MB,Libri,Parzialmente negativa,1000,Cambiava un'era,1400,Iniziava un'altra era,3,3,2,3,2,3,3,3,3,2,"Scoperta dell’America, Repubbliche Marinare","Sì, è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale",
28/03/2025 13.13.52,Donna,18-19,Licenza media,No,Lombardia,LC,Videogiochi,Parzialmente negativa,1200,non saprei,1492,con la scoperta dell'America finisce il medioevo (credo) ,5,5,3,2,1,2,5,2,1,5,"Aratro, Caccia alle streghe, Crociate, Repubbliche Marinare, Peste","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","No, non è medievale","Sì, è medievale",
28/03/2025 13.15.34,Donna,40-49,Diploma di istruzione tecnica,No,Lombardia,MB,Non mi informo,Neutrale,1000,D’istinto mi è venuta questa data,1300,Vedi sopra,2,5,2,2,3,4,5,4,5,4,"Stato pontificio, Crociate, Scoperta dell’America, Vassalli, Caccia alle streghe","No, non è medievale",Non conosco il personaggio,"Sì, è medievale","No, non è medievale","No, non è medievale","Sì, è medievale",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale",Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,Il medioevo… periodo oscuro che porta l’uomo a molte scoperte e sperimentazioni
28/03/2025 13.38.56,Donna,40-49,Laurea triennale,No,Lombardia,MB,"Libri, Documentari",Parzialmente negativa,Circa dal 500,,Circa 1500,,4,4,3,4,2,2,4,2,1,4,"Aratro, Peste, Caccia alle streghe",Non conosco il personaggio,Non conosco il personaggio,"No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","No, non è medievale","No, non è medievale","No, non è medievale","No, non è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",Non conosco il personaggio,"Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale","Sì, è medievale",
