sesso,eta,titolo_studio,regione,corso_medievale,opinione_medioevo,eta_num,titolo_studio_num,opinione_num,corso_num,data_inizio,anno_inizio,cluster_inizio,motivo_inizio_cat,data_fine,anno_fine,cluster_fine,motivo_fine_cat,durata_medioevo,termini_associati,commento_aperto,sentiment_score,sentiment_class
Uomo,30-39,Dottorato,Lombardia,No,Parzialmente positiva,34.5,8,4,0,453,453.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1039.0,"Normanni, Vassalli, Aratro, Ungari, Crociate",Un periodo di grandi invenzioni e idee,0.0,Neutrale/Misto
Donna,30-39,Laurea magistrale,Lombardia,Sì,Parzialmente negativa,34.5,7,2,1,1300,1300.0,1000+ (Basso Medioevo),Non specificato,1400,1400.0,1400-1453 (Caduta Costantinopoli),Non specificato,100.0,"Caccia alle streghe, Crociate, Peste",,,Neutrale/Misto
Uomo,20-29,Laurea magistrale,Lombardia,No,Parzialmente positiva,24.5,7,4,0,Attorno al 476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Arabi, Aratro, Invenzione della stampa, Repubbliche Marinare, Ungari",Alabbbbbbarda,0.0,Neutrale/Misto
Uomo,20-29,Diploma di istruzione tecnica,Lombardia,No,Parzialmente positiva,24.5,4,4,0,Decimo secolo,,Non specificato,Non specificato,Quattordicesimo secolo,,Non specificato,Non specificato,,"Peste, Caccia alle streghe, Invenzione della stampa, Vassalli, Crociate",,,Neutrale/Misto
Uomo,30-39,Laurea triennale,Lombardia,No,Neutrale,34.5,6,3,0,1500,1500.0,1000+ (Basso Medioevo),Altro,1600,1600.0,1518+ (Fine posticipata),Non specificato,100.0,"Caccia alle streghe, Scoperta dell’America, Crociate, Repubbliche Marinare",,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione tecnica,Lombardia,No,Parzialmente positiva,24.5,4,4,0,500 circa,500.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,992.0,"Peste, Repubbliche Marinare, Normanni, Crociate, Caccia alle streghe",,,Neutrale/Misto
Uomo,18-19,Licenza media,Lombardia,No,Neutrale,18.5,2,3,0,13 secolo,1250.0,1000+ (Basso Medioevo),Non specificato,13 secolo ,1250.0,Pre-1400 (Fine anticipata),Non specificato,0.0,"Crociate, Stato pontificio, Invasioni Barbariche, Caccia alle streghe, Peste",Penso che sia un bel periodo.,0.0,Neutrale/Misto
Uomo,50-59,Dottorato,Puglia,Sì,Assolutamente negativa,54.5,8,1,1,Mille,,Non specificato,Non specificato,1200,1200.0,Pre-1400 (Fine anticipata),Non specificato,,Caccia alle streghe,Il periodo più brutto dellanstoria,0.0,Neutrale/Misto
Uomo,30-39,Diploma di istruzione tecnica,Lombardia,No,Parzialmente negativa,34.5,4,2,0,700,700.0,600-800 (Periodo pre-carolingio),Ricordi scolastici,1792,1792.0,1518+ (Fine posticipata),Scoperta America,1092.0,"Normanni, Stato pontificio, Aratro, Vassalli, Peste",,,Neutrale/Misto
Uomo,20-29,Laurea magistrale,Lombardia,No,Neutrale,24.5,7,3,0,1500,1500.0,1000+ (Basso Medioevo),Caduta Roma,1700,1700.0,1518+ (Fine posticipata),Altro,200.0,"Invasioni Barbariche, Normanni, Crociate, Peste, Vassalli",che figata,0.0,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Lombardia,No,Neutrale,24.5,5,3,0,480,480.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,non lo so,,Non specificato,Altro,,"Vassalli, Invasioni Barbariche, Scoperta dell’America, Peste",,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione tecnica,Lombardia,No,Neutrale,24.5,4,3,0,5 secolo DC,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1042.0,"Caccia alle streghe, Invenzione della stampa, Vassalli, Crociate, Peste",,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione tecnica,Lazio,No,Assolutamente negativa,24.5,4,1,0,V secolo,450.0,476-500 (Caduta Impero Romano Occ.),Altro,XV,,Non specificato,Altro,,"Peste, Caccia alle streghe, Crociate",,,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Neutrale,24.5,6,3,0,V secolo,450.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Non specificato,1042.0,"Stato pontificio, Crociate, Peste, Vassalli, Arabi",,,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Parzialmente positiva,24.5,6,4,0,478 dc,478.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1014.0,"Crociate, Peste, Aratro, Vassalli, Caccia alle streghe","Carino da scoprire tutto quello che e successo, da vivere probabilmente meno",0.0,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Lombardia,Sì,Neutrale,24.5,5,3,1,475 d.C,475.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1017.0,"Peste, Crociate, Invenzione della stampa, Stato pontificio, Invasioni Barbariche","Periodo storico di cui non si sa molto, ingiustamente definito come buio",-1.0,Negativo
Uomo,40-49,Laurea magistrale,Lombardia,Sì,Parzialmente positiva,44.5,7,4,1,V,,Non specificato,Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,,"Crociate, Peste, Invasioni Barbariche, Caccia alle streghe",,,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Lombardia,No,Neutrale,24.5,5,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Caccia alle streghe, Vassalli",,,Neutrale/Misto
Donna,20-29,Diploma di istruzione tecnica,Lombardia,No,Parzialmente positiva,24.5,4,4,0,476?,476.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Crociate, Arabi, Caccia alle streghe, Invasioni Barbariche, Stato pontificio",,,Neutrale/Misto
Donna,30-39,Laurea magistrale,Lombardia,No,Parzialmente negativa,34.5,7,2,0,400,400.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1500,1500.0,1493-1517 (Riforma protestante),Non specificato,1100.0,"Crociate, Peste, Caccia alle streghe",Non mi piace come periodo storico,0.0,Neutrale/Misto
Donna,40-49,Diploma di istruzione professionale,Lombardia,No,Parzialmente negativa,44.5,3,2,0,500 dopo cristo,500.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Non specificato,992.0,Scoperta dell’America,,,Neutrale/Misto
Uomo,40-49,Laurea magistrale,Lombardia,No,Parzialmente positiva,44.5,7,4,0,500dc,,Non specificato,Non specificato,1600dc,,Non specificato,Altro,,"Stato pontificio, Caccia alle streghe, Crociate",,,Neutrale/Misto
Uomo,60-69,Diploma di istruzione tecnica,Lombardia,No,Parzialmente negativa,64.5,4,2,0,470 d.c.,470.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1022.0,"Peste, Crociate, Vassalli",È stato un periodo fondamentale di cambiamento sia politicamente che culturalmente anche se con risvolti drammatici,1.0,Positivo
Donna,40-49,Laurea triennale,Lombardia,No,Parzialmente negativa,44.5,6,2,0,400,400.0,476-500 (Caduta Impero Romano Occ.),Altro,Dopo il 1400,1400.0,1400-1453 (Caduta Costantinopoli),Scoperta America,1000.0,Scoperta dell’America,Un periodo barbarico,0.0,Neutrale/Misto
Donna,30-39,Laurea triennale,Lombardia,No,Neutrale,34.5,6,3,0,1200,1200.0,1000+ (Basso Medioevo),Altro,Fine 1200,1200.0,Pre-1400 (Fine anticipata),Altro,0.0,"Vassalli, Peste, Crociate",Un secolo necessario prima di un periodo fiorente ,0.0,Neutrale/Misto
Donna,40-49,Diploma di istruzione tecnica,Lombardia,No,Neutrale,44.5,4,3,0,450 d.c.,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1042.0,"Peste, Invasioni Barbariche, Vassalli, Crociate, Caccia alle streghe",Affascinante ,1.0,Positivo
Donna,50-59,Diploma di istruzione tecnica,Lombardia,No,Parzialmente negativa,54.5,4,2,0,400 circa,400.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1092.0,"Vassalli, Caccia alle streghe, Peste, Crociate, Scoperta dell’America",Un periodo di transizione,0.0,Neutrale/Misto
Donna,40-49,Laurea magistrale,Lombardia,No,Parzialmente negativa,44.5,7,2,0,0,,Non specificato,Altro,1500,1500.0,1493-1517 (Riforma protestante),Rinascimento,,"Ungari, Normanni, Crociate, Invasioni Barbariche, Vassalli",,,Neutrale/Misto
Uomo,50-59,Diploma di istruzione tecnica,Lombardia,No,Neutrale,54.5,4,3,0,Dodicesimo ,,Non specificato,Ricordi scolastici,Quindicesimo,,Non specificato,Altro,,"Scoperta dell’America, Crociate, Vassalli, Invasioni Barbariche, Caccia alle streghe",,,Neutrale/Misto
Donna,40-49,Diploma di istruzione tecnica,Lombardia,No,Neutrale,44.5,4,3,0,Nel 400,400.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1092.0,"Caccia alle streghe, Invasioni Barbariche, Vassalli, Normanni, Crociate",,,Neutrale/Misto
Donna,30-39,Laurea magistrale,Lombardia,No,Neutrale,34.5,7,3,0,800,800.0,600-800 (Periodo pre-carolingio),Non specificato,900,900.0,Pre-1400 (Fine anticipata),Non specificato,100.0,"Vassalli, Caccia alle streghe, Ungari, Arabi, Peste",,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione liceale,Lombardia,No,Parzialmente negativa,24.5,5,2,0,476 d.C.,476.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Non specificato,1016.0,"Crociate, Caccia alle streghe, Peste, Invasioni Barbariche, Vassalli",,,Neutrale/Misto
Donna,40-49,Diploma di istruzione liceale,Lombardia,No,Neutrale,44.5,5,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Crociate, Stato pontificio, Invasioni Barbariche",Periodo importante per la formazione dell Europa ,1.0,Positivo
Uomo,40-49,Diploma di istruzione liceale,Lombardia,No,Parzialmente positiva,44.5,5,4,0,476 dc,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Stato pontificio, Peste, Crociate, Scoperta dell’America, Caccia alle streghe",Un periodo storico le cui  credenze oscure hanno posto le basi per il Rinascimento ,0.0,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Parzialmente positiva,24.5,6,4,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Crociate, Vassalli, Stato pontificio, Peste",Epoca mal rappresentata e poco veritiera in film e serie tv ,0.0,Neutrale/Misto
Donna,40-49,Laurea triennale,Lombardia,No,Neutrale,44.5,6,3,0,V secolo d.C.,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1042.0,"Vassalli, Peste, Invasioni Barbariche, Crociate, Scoperta dell’America",Un periodo di transizione tra l'età antica e moderna ,0.0,Neutrale/Misto
Uomo,40-49,Laurea triennale,Lombardia,No,Assolutamente negativa,44.5,6,1,0,1000,1000.0,800-1000 (Impero Carolingio),Non specificato,1700,1700.0,1518+ (Fine posticipata),Non specificato,700.0,"Peste, Caccia alle streghe, Stato pontificio, Crociate, Invasioni Barbariche",,,Neutrale/Misto
